date,store_id,item_id,qty_sold,price,discount_pct,on_promo,stockout_flag,stock_on_hand,lead_time_days,unit_cost,holding_cost_rate,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_std_7,day_of_week,month,holding_cost,annual_demand,eoq,order_quantity
2023-05-17,S1,P10,17,119,0,0,0,47,7,100,0.2,27.0,29.0,19.0,25.285714285714285,23.214285714285715,4.309458036856661,2,5,20.0,204,31.937438845342623,157
2023-05-18,S1,P10,21,87,0,0,0,85,7,100,0.2,17.0,18.0,10.0,23.571428571428573,23.071428571428573,4.928053803045806,3,5,20.0,252,35.4964786985977,167
2023-05-19,S1,P10,20,113,0,0,0,59,7,100,0.2,21.0,30.0,22.0,24.0,23.857142857142858,4.472135954999572,4,5,20.0,240,34.64101615137755,181
2023-05-20,S1,P10,35,50,14,1,1,30,7,100,0.2,20.0,26.0,26.0,22.571428571428573,23.714285714285715,3.7796447300922686,5,5,20.0,420,45.8257569495584,390
2023-05-21,S1,P10,32,67,0,0,0,88,7,100,0.2,35.0,21.0,24.0,23.857142857142858,24.357142857142858,6.011892975000227,6,5,20.0,384,43.81780460041329,296
2023-05-22,S1,P10,37,100,20,1,0,50,7,100,0.2,32.0,26.0,24.0,25.428571428571427,24.928571428571427,6.553806600166109,0,5,20.0,444,47.11687595755899,394
2023-05-23,S1,P10,8,176,0,0,0,52,7,100,0.2,37.0,27.0,23.0,27.0,25.857142857142858,7.895146188217998,1,5,20.0,96,21.908902300206645,44
2023-05-24,S1,P10,20,169,0,0,0,61,7,100,0.2,8.0,17.0,29.0,24.285714285714285,24.785714285714285,10.672617387724618,2,5,20.0,240,34.64101615137755,179
2023-05-25,S1,P10,17,69,0,0,0,52,7,100,0.2,20.0,21.0,18.0,24.714285714285715,24.142857142857142,10.387721689800983,3,5,20.0,204,31.937438845342623,152
2023-05-26,S1,P10,35,140,28,1,1,25,7,100,0.2,17.0,20.0,30.0,24.142857142857142,24.071428571428573,10.73046397612224,4,5,20.0,420,45.8257569495584,395
2023-05-27,S1,P10,29,172,0,0,0,54,7,100,0.2,35.0,35.0,26.0,26.285714285714285,24.428571428571427,11.25039681839838,5,5,20.0,348,41.71330722922842,294
2023-05-28,S1,P10,31,160,0,0,0,45,7,100,0.2,29.0,32.0,21.0,25.428571428571427,24.642857142857142,10.69044967649697,6,5,20.0,372,43.12771730569565,327
2023-05-29,S1,P10,16,144,0,0,0,97,7,100,0.2,31.0,37.0,26.0,25.285714285714285,25.357142857142858,10.594248214861455,0,5,20.0,192,30.983866769659336,95
2023-05-30,S1,P10,27,96,16,1,1,26,7,100,0.2,16.0,8.0,27.0,22.285714285714285,24.642857142857142,9.65598753303334,1,5,20.0,324,40.24922359499622,298
2023-05-31,S1,P10,16,174,0,0,0,20,7,100,0.2,27.0,20.0,17.0,25.0,24.642857142857142,7.371114795831988,2,5,20.0,192,30.983866769659336,172
2023-06-01,S1,P10,18,149,0,0,0,34,7,100,0.2,16.0,17.0,21.0,24.428571428571427,24.571428571428573,7.955231881329055,3,6,20.0,216,32.863353450309965,182
2023-06-02,S1,P10,21,117,0,0,0,86,7,100,0.2,18.0,35.0,20.0,24.571428571428573,24.357142857142858,7.807200583588261,4,6,20.0,252,35.4964786985977,166
2023-06-03,S1,P10,25,113,0,0,0,31,7,100,0.2,21.0,29.0,35.0,22.571428571428573,24.428571428571427,6.347102826149446,5,6,20.0,300,38.72983346207417,269
2023-06-04,S1,P10,29,99,0,0,0,78,7,100,0.2,25.0,31.0,32.0,22.0,23.714285714285715,5.830951894845303,6,6,20.0,348,41.71330722922842,270
2023-06-05,S1,P10,38,195,22,1,0,95,7,100,0.2,29.0,16.0,37.0,21.714285714285715,23.5,5.345224838248491,0,6,20.0,456,47.74934554525329,361
2023-06-06,S1,P10,31,90,24,1,1,20,7,100,0.2,38.0,27.0,8.0,24.857142857142858,23.571428571428573,7.470577207252712,1,6,20.0,372,43.12771730569565,352
2023-06-07,S1,P10,27,75,16,1,0,50,7,100,0.2,31.0,16.0,20.0,25.428571428571427,25.214285714285715,7.807200583588258,2,6,20.0,324,40.24922359499622,274
2023-06-08,S1,P10,17,151,0,0,0,65,7,100,0.2,27.0,18.0,17.0,27.0,25.714285714285715,6.608075867199657,3,6,20.0,204,31.937438845342623,139
2023-06-09,S1,P10,16,110,0,0,0,47,7,100,0.2,17.0,21.0,35.0,26.857142857142858,25.714285714285715,6.841748592978527,4,6,20.0,192,30.983866769659336,145
2023-06-10,S1,P10,18,162,0,0,0,65,7,100,0.2,16.0,25.0,29.0,26.142857142857142,24.357142857142858,7.755182598937115,5,6,20.0,216,32.863353450309965,151
2023-06-11,S1,P10,36,170,0,0,0,88,7,100,0.2,18.0,29.0,31.0,25.142857142857142,23.571428571428573,8.355209381548958,6,6,20.0,432,46.475800154489,344
2023-06-12,S1,P10,17,106,0,0,0,81,7,100,0.2,36.0,38.0,16.0,26.142857142857142,23.928571428571427,9.263343014782713,0,6,20.0,204,31.937438845342623,123
2023-06-13,S1,P10,28,95,0,0,0,78,7,100,0.2,17.0,31.0,27.0,23.142857142857142,24.0,8.112306935115546,1,6,20.0,336,40.98780306383839,258
2023-06-14,S1,P10,23,78,0,0,0,44,7,100,0.2,28.0,27.0,16.0,22.714285714285715,24.071428571428573,7.696628822938989,2,6,20.0,276,37.14835124201342,232
2023-06-15,S1,P10,37,53,12,1,1,34,7,100,0.2,23.0,17.0,18.0,22.142857142857142,24.571428571428573,7.470577207252717,3,6,20.0,444,47.11687595755899,410
2023-06-16,S1,P10,21,162,0,0,0,39,7,100,0.2,37.0,16.0,21.0,25.0,25.928571428571427,8.869423130433375,4,6,20.0,252,35.4964786985977,213
2023-06-17,S1,P10,19,184,0,0,0,52,7,100,0.2,21.0,18.0,25.0,25.714285714285715,25.928571428571427,8.199883855158873,5,6,20.0,228,33.76388603226827,176
2023-06-18,S1,P10,33,64,0,0,1,24,7,100,0.2,19.0,36.0,29.0,25.857142857142858,25.5,8.05043624964037,6,6,20.0,396,44.49719092257398,372
2023-06-19,S1,P10,31,167,0,0,1,26,7,100,0.2,33.0,17.0,38.0,25.428571428571427,25.785714285714285,7.480132415430951,0,6,20.0,372,43.12771730569565,346
2023-06-20,S1,P10,18,174,0,0,0,79,7,100,0.2,31.0,28.0,31.0,27.428571428571427,25.285714285714285,6.679749068568931,1,6,20.0,216,32.863353450309965,137
2023-06-21,S1,P10,41,154,27,1,0,94,7,100,0.2,18.0,23.0,27.0,26.0,24.357142857142858,7.549834435270744,2,6,20.0,492,49.59838707054898,398
2023-06-22,S1,P10,11,145,0,0,0,84,7,100,0.2,41.0,37.0,17.0,28.571428571428573,25.357142857142858,9.235026490796557,3,6,20.0,132,25.69046515733026,48
2023-06-23,S1,P10,14,99,0,0,0,40,7,100,0.2,11.0,21.0,16.0,24.857142857142858,24.928571428571427,10.431180365113228,4,6,20.0,168,28.982753492378876,128
2023-06-24,S1,P10,38,148,29,1,1,28,7,100,0.2,14.0,19.0,18.0,23.857142857142858,24.785714285714285,11.171818285736826,5,6,20.0,456,47.74934554525329,428
2023-06-25,S1,P10,32,73,0,0,0,84,7,100,0.2,38.0,33.0,36.0,26.571428571428573,26.214285714285715,12.067271755415453,6,6,20.0,384,43.81780460041329,300
2023-06-26,S1,P10,14,126,0,0,0,63,7,100,0.2,32.0,31.0,17.0,26.428571428571427,25.928571428571427,11.984116472191328,0,6,20.0,168,28.982753492378876,105
2023-06-27,S1,P10,23,152,0,0,0,69,7,100,0.2,14.0,18.0,28.0,24.0,25.714285714285715,12.609520212918488,1,6,20.0,276,37.14835124201342,207
2023-06-28,S1,P10,31,60,21,1,0,65,7,100,0.2,23.0,41.0,23.0,24.714285714285715,25.357142857142858,12.351980754981303,2,6,20.0,372,43.12771730569565,307
2023-06-29,S1,P10,23,127,0,0,1,21,7,100,0.2,31.0,11.0,37.0,23.285714285714285,25.928571428571427,10.609968358644078,3,6,20.0,276,37.14835124201342,255
2023-06-30,S1,P10,21,123,0,0,0,21,7,100,0.2,23.0,14.0,21.0,25.0,24.928571428571427,9.165151389911676,4,6,20.0,252,35.4964786985977,231
2023-07-01,S1,P10,21,187,0,0,0,22,7,100,0.2,21.0,38.0,19.0,26.0,24.928571428571427,8.082903768654756,5,7,20.0,252,35.4964786985977,230
2023-07-02,S1,P10,42,173,23,1,1,40,7,100,0.2,21.0,32.0,33.0,23.571428571428573,25.071428571428573,6.214422549122931,6,7,20.0,504,50.19960159204453,464
2023-07-03,S1,P10,7,66,0,0,0,57,7,100,0.2,42.0,14.0,31.0,25.0,25.714285714285715,8.999999999999996,0,7,20.0,84,20.493901531919196,27
2023-07-04,S1,P10,18,123,0,0,0,64,7,100,0.2,7.0,23.0,18.0,24.0,24.0,10.661457061146312,1,7,20.0,216,32.863353450309965,152
2023-07-05,S1,P10,21,149,0,0,0,56,7,100,0.2,18.0,31.0,41.0,23.285714285714285,24.0,10.904346009952263,2,7,20.0,252,35.4964786985977,196
2023-07-06,S1,P10,20,138,0,0,0,59,7,100,0.2,21.0,23.0,11.0,21.857142857142858,22.571428571428573,10.367072415884362,3,7,20.0,240,34.64101615137755,181
2023-07-07,S1,P10,22,127,0,0,0,41,7,100,0.2,20.0,21.0,14.0,21.428571428571427,23.214285714285715,10.373960074101287,4,7,20.0,264,36.3318042491699,223
2023-07-08,S1,P10,21,143,0,0,0,99,7,100,0.2,22.0,21.0,38.0,21.571428571428573,23.785714285714285,10.373960074101287,5,7,20.0,252,35.4964786985977,153
2023-07-09,S1,P10,26,183,0,0,1,25,7,100,0.2,21.0,42.0,32.0,21.571428571428573,22.571428571428573,10.373960074101287,6,7,20.0,312,39.496835316262995,287
2023-07-10,S1,P10,19,124,0,0,0,60,7,100,0.2,26.0,7.0,14.0,19.285714285714285,22.142857142857142,5.936168397046635,0,7,20.0,228,33.76388603226827,168
2023-07-11,S1,P10,33,105,0,0,0,34,7,100,0.2,19.0,18.0,23.0,21.0,22.5,2.581988897471605,1,7,20.0,396,44.49719092257398,362
2023-07-12,S1,P10,23,107,0,0,0,50,7,100,0.2,33.0,21.0,31.0,23.142857142857142,23.214285714285715,4.879500364742662,2,7,20.0,276,37.14835124201342,226
2023-07-13,S1,P10,34,147,28,1,0,34,7,100,0.2,23.0,20.0,23.0,23.428571428571427,22.642857142857142,4.790864322059321,3,7,20.0,408,45.16635916254486,374
2023-07-14,S1,P10,28,165,28,1,0,82,7,100,0.2,34.0,22.0,21.0,25.428571428571427,23.428571428571427,5.9120538692049225,4,7,20.0,336,40.98780306383839,254
2023-07-15,S1,P10,26,114,0,0,0,85,7,100,0.2,28.0,21.0,21.0,26.285714285714285,23.928571428571427,5.765248931147308,5,7,20.0,312,39.496835316262995,227
2023-07-16,S1,P10,22,86,0,0,0,29,7,100,0.2,26.0,26.0,42.0,27.0,24.285714285714285,5.291502622129175,6,7,20.0,264,36.3318042491699,235
2023-07-17,S1,P10,18,104,0,0,0,55,7,100,0.2,22.0,19.0,7.0,26.428571428571427,22.857142857142858,5.62308168347638,0,7,20.0,216,32.863353450309965,161
2023-07-18,S1,P10,15,64,0,0,0,92,7,100,0.2,18.0,33.0,18.0,26.285714285714285,23.642857142857142,5.851332774513442,1,7,20.0,180,30.0,88
2023-07-19,S1,P10,31,104,16,1,0,76,7,100,0.2,15.0,23.0,21.0,23.714285714285715,23.428571428571427,6.343350474165463,2,7,20.0,372,43.12771730569565,296
2023-07-20,S1,P10,15,89,0,0,0,62,7,100,0.2,31.0,34.0,20.0,24.857142857142858,24.142857142857142,6.890296835129124,3,7,20.0,180,30.0,118
2023-07-21,S1,P10,19,158,0,0,0,26,7,100,0.2,15.0,28.0,22.0,22.142857142857142,23.785714285714285,6.414269805898183,4,7,20.0,228,33.76388603226827,202
2023-07-22,S1,P10,42,139,16,1,0,68,7,100,0.2,19.0,26.0,21.0,20.857142857142858,23.571428571428573,5.9281411203561225,5,7,20.0,504,50.19960159204453,436
2023-07-23,S1,P10,32,82,0,0,0,95,7,100,0.2,42.0,22.0,26.0,23.142857142857142,25.071428571428573,9.957050624700926,6,7,20.0,384,43.81780460041329,289
2023-07-24,S1,P10,20,94,0,0,0,64,7,100,0.2,32.0,18.0,19.0,24.571428571428573,25.5,10.469911538262751,0,7,20.0,240,34.64101615137755,176
2023-07-25,S1,P10,18,139,0,0,0,41,7,100,0.2,20.0,15.0,33.0,24.857142857142858,25.571428571428573,10.28637564011366,1,7,20.0,216,32.863353450309965,175
2023-07-26,S1,P10,18,159,0,0,0,87,7,100,0.2,18.0,31.0,23.0,25.285714285714285,24.5,9.860937847795975,2,7,20.0,216,32.863353450309965,129
2023-07-27,S1,P10,29,151,0,0,0,47,7,100,0.2,18.0,15.0,34.0,23.428571428571427,24.142857142857142,9.829498848824777,3,7,20.0,348,41.71330722922842,301
2023-07-28,S1,P10,27,160,28,1,0,65,7,100,0.2,29.0,19.0,28.0,25.428571428571427,23.785714285714285,9.235026490796558,4,7,20.0,324,40.24922359499622,259
2023-07-29,S1,P10,22,172,0,0,0,80,7,100,0.2,27.0,42.0,26.0,26.571428571428573,23.714285714285715,8.791229395580244,5,7,20.0,264,36.3318042491699,184
2023-07-30,S1,P10,21,88,0,0,0,54,7,100,0.2,22.0,32.0,22.0,23.714285714285715,23.428571428571427,5.618845839799179,6,7,20.0,252,35.4964786985977,198
2023-07-31,S1,P10,27,199,0,0,0,60,7,100,0.2,21.0,20.0,18.0,22.142857142857142,23.357142857142858,4.2983939414844805,0,7,20.0,324,40.24922359499622,264
2023-08-01,S1,P10,35,198,0,0,0,46,7,100,0.2,27.0,18.0,15.0,23.142857142857142,24.0,4.52506248312556,1,8,20.0,420,45.8257569495584,374
2023-08-02,S1,P10,26,132,24,1,0,28,7,100,0.2,35.0,18.0,31.0,25.571428571428573,25.428571428571427,5.711308748355981,2,8,20.0,312,39.496835316262995,284
2023-08-03,S1,P10,24,59,0,0,0,55,7,100,0.2,26.0,29.0,15.0,26.714285714285715,25.071428571428573,4.644505202002522,3,8,20.0,288,37.94733192202055,233
2023-08-04,S1,P10,24,107,15,1,0,92,7,100,0.2,24.0,27.0,19.0,26.0,25.714285714285715,4.618802153516998,4,8,20.0,288,37.94733192202055,196
2023-08-05,S1,P10,24,120,0,0,0,81,7,100,0.2,24.0,22.0,42.0,25.571428571428573,26.071428571428573,4.649628761422524,5,8,20.0,288,37.94733192202055,207
2023-08-06,S1,P10,24,125,21,1,0,59,7,100,0.2,24.0,21.0,32.0,25.857142857142858,24.785714285714285,4.450789122113487,6,8,20.0,288,37.94733192202055,229
2023-08-07,S1,P10,23,115,0,0,0,29,7,100,0.2,24.0,27.0,20.0,26.285714285714285,24.214285714285715,4.029651999626662,0,8,20.0,276,37.14835124201342,247
2023-08-08,S1,P10,29,126,0,0,1,26,7,100,0.2,23.0,35.0,18.0,25.714285714285715,24.428571428571427,4.191828786034623,1,8,20.0,348,41.71330722922842,322
2023-08-09,S1,P10,33,120,22,1,1,31,7,100,0.2,29.0,26.0,18.0,24.857142857142858,25.214285714285715,2.035400978396418,2,8,20.0,396,44.49719092257398,365
2023-08-10,S1,P10,26,92,0,0,0,83,7,100,0.2,33.0,24.0,29.0,25.857142857142858,26.285714285714285,3.716116764786023,3,8,20.0,312,39.496835316262995,229
2023-08-11,S1,P10,26,164,0,0,0,60,7,100,0.2,26.0,24.0,27.0,26.142857142857142,26.071428571428573,3.625307868699852,4,8,20.0,312,39.496835316262995,252
2023-08-12,S1,P10,33,190,0,0,0,98,7,100,0.2,26.0,24.0,22.0,26.428571428571427,26.0,3.5050983275386445,5,8,20.0,396,44.49719092257398,298
2023-08-13,S1,P10,27,148,0,0,0,82,7,100,0.2,33.0,24.0,21.0,27.714285714285715,26.785714285714285,4.070801956792845,6,8,20.0,324,40.24922359499622,242
2023-08-14,S1,P10,15,114,0,0,0,93,7,100,0.2,27.0,23.0,27.0,28.142857142857142,27.214285714285715,3.7606990231680366,0,8,20.0,180,30.0,87
2023-08-15,S1,P10,18,99,0,0,0,68,7,100,0.2,15.0,29.0,35.0,27.0,26.357142857142858,6.082762530298212,1,8,20.0,216,32.863353450309965,148
2023-08-16,S1,P10,16,65,0,0,0,37,7,100,0.2,18.0,33.0,26.0,25.428571428571427,25.142857142857142,6.852180744287244,2,8,20.0,192,30.983866769659336,155
2023-08-17,S1,P10,23,129,0,0,0,32,7,100,0.2,16.0,26.0,24.0,23.0,24.428571428571427,6.733003292241382,3,8,20.0,276,37.14835124201342,244
2023-08-18,S1,P10,19,186,0,0,0,50,7,100,0.2,23.0,26.0,24.0,22.571428571428573,24.357142857142858,6.604471789556496,4,8,20.0,228,33.76388603226827,178
2023-08-19,S1,P10,23,67,0,0,0,67,7,100,0.2,19.0,33.0,24.0,21.571428571428573,24.0,6.528326555791123,5,8,20.0,276,37.14835124201342,209
2023-08-20,S1,P10,32,149,0,0,0,38,7,100,0.2,23.0,27.0,24.0,20.142857142857142,23.928571428571427,4.336994790119511,6,8,20.0,384,43.81780460041329,346
2023-08-21,S1,P10,19,73,0,0,0,93,7,100,0.2,32.0,15.0,23.0,20.857142857142858,24.5,5.814595756329392,0,8,20.0,228,33.76388603226827,135
2023-08-22,S1,P10,37,175,13,1,0,90,7,100,0.2,19.0,18.0,29.0,21.428571428571427,24.214285714285715,5.318431562567507,1,8,20.0,444,47.11687595755899,354
2023-08-23,S1,P10,18,168,0,0,0,96,7,100,0.2,37.0,16.0,33.0,24.142857142857142,24.785714285714285,7.625146368618578,2,8,20.0,216,32.863353450309965,120
2023-08-24,S1,P10,27,165,15,1,0,52,7,100,0.2,18.0,23.0,26.0,24.428571428571427,23.714285714285715,7.29970645202355,3,8,20.0,324,40.24922359499622,272
2023-08-25,S1,P10,15,127,0,0,0,98,7,100,0.2,27.0,19.0,26.0,25.0,23.785714285714285,7.325753658611967,4,8,20.0,180,30.0,82
2023-08-26,S1,P10,28,101,0,0,0,29,7,100,0.2,15.0,23.0,33.0,24.428571428571427,23.0,7.997023255710896,5,8,20.0,336,40.98780306383839,307
2023-08-27,S1,P10,29,110,0,0,0,55,7,100,0.2,28.0,32.0,27.0,25.142857142857142,22.642857142857142,8.071112509614588,6,8,20.0,348,41.71330722922842,293
2023-08-28,S1,P10,16,92,0,0,0,51,7,100,0.2,29.0,19.0,15.0,24.714285714285715,22.785714285714285,7.718252948137197,0,8,20.0,192,30.983866769659336,141
2023-08-29,S1,P10,19,118,0,0,0,84,7,100,0.2,16.0,37.0,18.0,24.285714285714285,22.857142857142858,8.159131606453505,1,8,20.0,228,33.76388603226827,144
2023-08-30,S1,P10,13,161,0,0,0,82,7,100,0.2,19.0,18.0,16.0,21.714285714285715,22.928571428571427,6.047431568147635,2,8,20.0,156,27.92848008753788,74
2023-08-31,S1,P10,31,96,0,0,0,73,7,100,0.2,13.0,27.0,23.0,21.0,22.714285714285715,6.8068592855540455,3,8,20.0,372,43.12771730569565,299
2023-09-01,S1,P10,22,145,0,0,0,72,7,100,0.2,31.0,15.0,19.0,21.571428571428573,23.285714285714285,7.524562952029016,4,9,20.0,264,36.3318042491699,192
2023-09-02,S1,P10,25,81,0,0,0,57,7,100,0.2,22.0,28.0,23.0,22.571428571428573,23.5,6.948792289723034,5,9,20.0,300,38.72983346207417,243
2023-09-03,S1,P10,25,151,0,0,0,56,7,100,0.2,25.0,29.0,32.0,22.142857142857142,23.642857142857142,6.644009116704849,6,9,20.0,300,38.72983346207417,244
2023-09-04,S1,P10,30,182,17,1,1,26,7,100,0.2,25.0,16.0,19.0,21.571428571428573,23.142857142857142,6.106202935189288,0,9,20.0,360,42.42640687119285,334
2023-09-05,S1,P10,32,90,20,1,0,92,7,100,0.2,30.0,19.0,37.0,23.571428571428573,23.928571428571427,6.267831705280087,1,9,20.0,384,43.81780460041329,292
2023-09-06,S1,P10,19,100,0,0,0,59,7,100,0.2,32.0,13.0,18.0,25.428571428571427,23.571428571428573,6.604471789556498,2,9,20.0,228,33.76388603226827,169
2023-09-07,S1,P10,22,138,0,0,0,39,7,100,0.2,19.0,31.0,27.0,26.285714285714285,23.642857142857142,4.889249625940764,3,9,20.0,264,36.3318042491699,225
2023-09-08,S1,P10,27,89,0,0,0,43,7,100,0.2,22.0,22.0,15.0,25.0,23.285714285714285,4.618802153517006,4,9,20.0,324,40.24922359499622,281
2023-09-09,S1,P10,21,89,0,0,0,94,7,100,0.2,27.0,25.0,28.0,25.714285714285715,24.142857142857142,4.461475305855888,5,9,20.0,252,35.4964786985977,158
2023-09-10,S1,P10,24,129,0,0,0,47,7,100,0.2,21.0,25.0,29.0,25.142857142857142,23.642857142857142,4.810702354423639,6,9,20.0,288,37.94733192202055,241
2023-09-11,S1,P10,28,72,0,0,0,48,7,100,0.2,24.0,30.0,16.0,25.0,23.285714285714285,4.8304589153964805,0,9,20.0,336,40.98780306383839,288
2023-09-12,S1,P10,17,161,0,0,0,70,7,100,0.2,28.0,32.0,19.0,24.714285714285715,24.142857142857142,4.535573676110728,1,9,20.0,204,31.937438845342623,134
2023-09-13,S1,P10,35,138,19,1,1,26,7,100,0.2,17.0,19.0,13.0,22.571428571428573,24.0,4.035556254807302,2,9,20.0,420,45.8257569495584,394
2023-09-14,S1,P10,28,155,0,0,0,96,7,100,0.2,35.0,22.0,31.0,24.857142857142858,25.571428571428573,5.814595756329394,3,9,20.0,336,40.98780306383839,240
2023-09-15,S1,P10,19,100,0,0,0,80,7,100,0.2,28.0,27.0,22.0,25.714285714285715,25.357142857142858,5.765248931147311,4,9,20.0,228,33.76388603226827,148
2023-09-16,S1,P10,21,161,0,0,0,96,7,100,0.2,19.0,21.0,25.0,24.571428571428573,25.142857142857142,6.241184258807054,5,9,20.0,252,35.4964786985977,156
2023-09-17,S1,P10,22,79,0,0,0,97,7,100,0.2,21.0,24.0,25.0,24.571428571428573,24.857142857142858,6.241184258807054,6,9,20.0,264,36.3318042491699,167
2023-09-18,S1,P10,10,80,0,0,0,67,7,100,0.2,22.0,28.0,30.0,24.285714285714285,24.642857142857142,6.31702160078323,0,9,20.0,120,24.49489742783178,53
2023-09-19,S1,P10,25,177,28,1,0,32,7,100,0.2,10.0,17.0,32.0,21.714285714285715,23.214285714285715,7.994045402971014,1,9,20.0,300,38.72983346207417,268
2023-09-20,S1,P10,23,129,14,1,0,86,7,100,0.2,25.0,35.0,19.0,22.857142857142858,22.714285714285715,7.776643908280135,2,9,20.0,276,37.14835124201342,190
2023-09-21,S1,P10,19,76,0,0,0,84,7,100,0.2,23.0,28.0,22.0,21.142857142857142,23.0,5.698788509515911,3,9,20.0,228,33.76388603226827,144
2023-09-22,S1,P10,30,182,21,1,0,85,7,100,0.2,19.0,19.0,27.0,19.857142857142858,22.785714285714285,4.84522347020141,4,9,20.0,360,42.42640687119285,275
2023-09-23,S1,P10,26,147,0,0,0,91,7,100,0.2,30.0,21.0,21.0,21.428571428571427,23.0,6.13343685212848,5,9,20.0,312,39.496835316262995,221
2023-09-24,S1,P10,22,174,0,0,0,49,7,100,0.2,26.0,22.0,24.0,22.142857142857142,23.357142857142858,6.362090102803526,6,9,20.0,264,36.3318042491699,215
2023-09-25,S1,P10,33,132,23,1,0,76,7,100,0.2,22.0,10.0,28.0,22.142857142857142,23.214285714285715,6.362090102803526,0,9,20.0,396,44.49719092257398,320
2023-09-26,S1,P10,36,107,19,1,0,79,7,100,0.2,33.0,25.0,17.0,25.428571428571427,23.571428571428573,4.790864322059329,1,9,20.0,432,46.475800154489,353
2023-09-27,S1,P10,29,145,14,1,0,34,7,100,0.2,36.0,23.0,35.0,27.0,24.928571428571427,6.218252702059211,2,9,20.0,348,41.71330722922842,314
2023-09-28,S1,P10,32,72,26,1,0,71,7,100,0.2,29.0,19.0,28.0,27.857142857142858,24.5,5.984105932344765,3,9,20.0,384,43.81780460041329,313
2023-09-29,S1,P10,20,159,0,0,0,44,7,100,0.2,32.0,30.0,19.0,29.714285714285715,24.785714285714285,4.644505202002528,4,9,20.0,240,34.64101615137755,196
2023-09-30,S1,P10,21,151,0,0,0,65,7,100,0.2,20.0,26.0,21.0,28.285714285714285,24.857142857142858,5.908025211926732,5,9,20.0,252,35.4964786985977,187
2023-10-01,S1,P10,21,97,0,0,0,49,7,100,0.2,21.0,22.0,22.0,27.571428571428573,24.857142857142858,6.502746672423453,6,10,20.0,252,35.4964786985977,203
2023-10-02,S1,P10,28,67,0,0,0,90,7,100,0.2,21.0,33.0,10.0,27.428571428571427,24.785714285714285,6.654751256486924,0,10,20.0,336,40.98780306383839,246
2023-10-03,S1,P10,18,184,0,0,0,81,7,100,0.2,28.0,36.0,25.0,26.714285714285715,26.071428571428573,6.21059003408119,1,10,20.0,216,32.863353450309965,135
2023-10-04,S1,P10,21,194,0,0,0,38,7,100,0.2,18.0,29.0,23.0,24.142857142857142,25.571428571428573,5.398412465054631,2,10,20.0,252,35.4964786985977,214
2023-10-05,S1,P10,23,163,0,0,0,60,7,100,0.2,21.0,32.0,19.0,23.0,25.428571428571427,5.033222956847176,3,10,20.0,276,37.14835124201342,216
2023-10-06,S1,P10,21,141,0,0,0,87,7,100,0.2,23.0,20.0,30.0,21.714285714285715,25.714285714285715,3.147183169877791,4,10,20.0,252,35.4964786985977,165
2023-10-07,S1,P10,21,167,29,1,0,41,7,100,0.2,21.0,21.0,26.0,21.857142857142858,25.071428571428573,3.078342163598873,5,10,20.0,252,35.4964786985977,211
2023-10-08,S1,P10,34,126,20,1,0,63,7,100,0.2,21.0,21.0,22.0,21.857142857142858,24.714285714285715,3.078342163598873,6,10,20.0,408,45.16635916254486,345
2023-10-09,S1,P10,15,188,0,0,0,30,7,100,0.2,34.0,28.0,33.0,23.714285714285715,25.571428571428573,5.468524655221186,0,10,20.0,180,30.0,150
2023-10-10,S1,P10,12,66,0,0,0,26,7,100,0.2,15.0,18.0,36.0,21.857142857142858,24.285714285714285,5.956189257922434,1,10,20.0,144,26.832815729997478,118
2023-10-11,S1,P10,20,186,0,0,0,96,7,100,0.2,12.0,21.0,29.0,21.0,22.571428571428573,6.952217871538079,2,10,20.0,240,34.64101615137755,144
2023-10-12,S1,P10,17,79,0,0,0,56,7,100,0.2,20.0,23.0,32.0,20.857142857142858,21.928571428571427,6.962484504556589,3,10,20.0,204,31.937438845342623,148
2023-10-13,S1,P10,15,97,0,0,0,33,7,100,0.2,17.0,21.0,20.0,20.0,20.857142857142858,7.023769168568504,4,10,20.0,180,30.0,147
2023-10-14,S1,P10,31,150,11,1,0,99,7,100,0.2,15.0,21.0,21.0,19.142857142857142,20.5,7.244045173533268,5,10,20.0,372,43.12771730569565,273
2023-10-15,S1,P10,30,53,0,0,0,86,7,100,0.2,31.0,34.0,21.0,20.571428571428573,21.214285714285715,8.541216596737323,6,10,20.0,360,42.42640687119285,274
2023-10-16,S1,P10,35,112,11,1,1,28,7,100,0.2,30.0,15.0,28.0,20.0,21.857142857142858,7.571877794400375,0,10,20.0,420,45.8257569495584,392
2023-10-17,S1,P10,21,55,0,0,0,67,7,100,0.2,35.0,12.0,18.0,22.857142857142858,22.357142857142858,9.007933011676831,1,10,20.0,252,35.4964786985977,185
2023-10-18,S1,P10,22,144,0,0,0,43,7,100,0.2,21.0,20.0,21.0,24.142857142857142,22.571428571428573,7.755182598937127,2,10,20.0,264,36.3318042491699,221
2023-10-19,S1,P10,27,120,0,0,0,31,7,100,0.2,22.0,17.0,23.0,24.428571428571427,22.642857142857142,7.612646120264689,3,10,20.0,324,40.24922359499622,293
2023-10-20,S1,P10,20,159,0,0,0,25,7,100,0.2,27.0,15.0,21.0,25.857142857142858,22.928571428571427,6.8902968351291305,4,10,20.0,240,34.64101615137755,215
