date,store_id,item_id,qty_sold,price,discount_pct,on_promo,stockout_flag,stock_on_hand,lead_time_days,unit_cost,holding_cost_rate
2023-12-29,S1,P7,20,164,0,0,0,45,7,100,0.2
2023-12-30,S1,P7,32,84,0,0,0,36,7,100,0.2
2023-12-31,S1,P7,43,161,24,1,0,54,7,100,0.2
2023-01-01,S1,P8,63,54,0,0,0,79,7,100,0.2
2023-01-02,S1,P8,55,100,0,0,0,93,7,100,0.2
2023-01-04,S1,P8,45,124,0,0,0,53,7,100,0.2
2023-01-06,S1,P8,57,69,0,0,0,66,7,100,0.2
2023-01-09,S1,P8,42,143,0,0,0,57,7,100,0.2
2023-01-10,S1,P8,45,92,0,0,0,78,7,100,0.2
2023-01-14,S1,P8,59,185,0,0,0,75,7,100,0.2
2023-01-15,S1,P8,61,169,0,0,0,90,7,100,0.2
2023-01-16,S1,P8,52,126,0,0,0,93,7,100,0.2
2023-01-17,S1,P8,47,186,0,0,0,60,7,100,0.2
2023-01-18,S1,P8,42,103,0,0,0,91,7,100,0.2
2023-01-19,S1,P8,37,145,0,0,0,52,7,100,0.2
2023-01-20,S1,P8,49,95,0,0,0,66,7,100,0.2
2023-01-25,S1,P8,54,147,0,0,0,98,7,100,0.2
2023-01-26,S1,P8,40,103,0,0,0,87,7,100,0.2
2023-01-28,S1,P8,57,166,0,0,0,74,7,100,0.2
2023-01-29,S1,P8,65,104,0,0,0,75,7,100,0.2
2023-01-30,S1,P8,46,114,0,0,0,98,7,100,0.2
2023-02-01,S1,P8,74,134,13,1,0,94,7,100,0.2
2023-02-03,S1,P8,52,87,0,0,0,79,7,100,0.2
2023-02-08,S1,P8,52,198,0,0,0,82,7,100,0.2
2023-02-10,S1,P8,52,149,0,0,0,58,7,100,0.2
2023-02-15,S1,P8,46,169,0,0,0,62,7,100,0.2
2023-02-16,S1,P8,45,133,0,0,0,67,7,100,0.2
2023-02-18,S1,P8,52,93,0,0,0,61,7,100,0.2
2023-02-19,S1,P8,56,150,0,0,0,70,7,100,0.2
2023-02-20,S1,P8,50,183,0,0,0,76,7,100,0.2
2023-02-21,S1,P8,51,186,0,0,0,91,7,100,0.2
2023-02-22,S1,P8,44,99,0,0,0,96,7,100,0.2
2023-02-23,S1,P8,42,103,0,0,0,97,7,100,0.2
2023-02-24,S1,P8,46,104,0,0,0,67,7,100,0.2
2023-03-01,S1,P8,41,150,0,0,0,65,7,100,0.2
2023-03-04,S1,P8,62,50,0,0,0,69,7,100,0.2
2023-03-06,S1,P8,48,108,0,0,0,69,7,100,0.2
2023-03-08,S1,P8,49,101,0,0,0,79,7,100,0.2
2023-03-10,S1,P8,75,76,11,1,0,96,7,100,0.2
2023-03-11,S1,P8,62,76,0,0,0,92,7,100,0.2
2023-03-12,S1,P8,53,92,0,0,0,90,7,100,0.2
2023-03-13,S1,P8,46,89,0,0,0,63,7,100,0.2
2023-03-15,S1,P8,68,57,25,1,0,81,7,100,0.2
2023-03-20,S1,P8,71,118,25,1,0,81,7,100,0.2
2023-03-21,S1,P8,46,140,0,0,0,99,7,100,0.2
2023-03-22,S1,P8,53,138,0,0,0,69,7,100,0.2
2023-03-23,S1,P8,44,131,0,0,0,51,7,100,0.2
2023-03-24,S1,P8,45,155,0,0,0,84,7,100,0.2
2023-03-27,S1,P8,53,163,0,0,0,62,7,100,0.2
2023-03-28,S1,P8,47,62,0,0,0,70,7,100,0.2
2023-03-29,S1,P8,48,62,0,0,0,56,7,100,0.2
2023-04-01,S1,P8,52,194,0,0,0,61,7,100,0.2
2023-04-02,S1,P8,53,134,0,0,0,72,7,100,0.2
2023-04-03,S1,P8,51,154,0,0,0,72,7,100,0.2
2023-04-04,S1,P8,44,130,0,0,0,90,7,100,0.2
2023-04-05,S1,P8,52,179,0,0,0,89,7,100,0.2
2023-04-06,S1,P8,45,80,0,0,0,56,7,100,0.2
2023-04-07,S1,P8,61,55,0,0,0,67,7,100,0.2
2023-04-11,S1,P8,52,118,0,0,0,83,7,100,0.2
2023-04-12,S1,P8,54,152,0,0,0,81,7,100,0.2
2023-04-16,S1,P8,56,182,0,0,0,71,7,100,0.2
2023-04-17,S1,P8,44,84,0,0,0,44,7,100,0.2
2023-04-18,S1,P8,69,69,12,1,0,91,7,100,0.2
2023-04-21,S1,P8,47,166,0,0,0,57,7,100,0.2
2023-04-24,S1,P8,73,197,28,1,0,88,7,100,0.2
2023-04-28,S1,P8,38,66,0,0,0,95,7,100,0.2
2023-05-01,S1,P8,55,134,0,0,0,88,7,100,0.2
2023-05-04,S1,P8,38,100,0,0,0,63,7,100,0.2
2023-05-05,S1,P8,55,115,0,0,0,87,7,100,0.2
2023-05-08,S1,P8,47,91,0,0,0,60,7,100,0.2
2023-05-10,S1,P8,45,124,0,0,0,80,7,100,0.2
2023-05-12,S1,P8,45,131,0,0,0,63,7,100,0.2
2023-05-13,S1,P8,63,191,0,0,0,69,7,100,0.2
2023-05-15,S1,P8,48,72,0,0,0,54,7,100,0.2
2023-05-17,S1,P8,40,142,0,0,0,51,7,100,0.2
2023-05-18,S1,P8,49,136,0,0,0,94,7,100,0.2
2023-05-19,S1,P8,48,179,0,0,0,68,7,100,0.2
2023-05-20,S1,P8,86,80,24,1,0,94,7,100,0.2
2023-05-22,S1,P8,54,182,0,0,0,96,7,100,0.2
2023-05-23,S1,P8,47,111,0,0,0,94,7,100,0.2
2023-05-24,S1,P8,67,77,15,1,0,74,7,100,0.2
2023-05-26,S1,P8,47,119,0,0,0,55,7,100,0.2
2023-05-28,S1,P8,54,53,0,0,0,75,7,100,0.2
2023-05-29,S1,P8,40,118,0,0,0,77,7,100,0.2
2023-06-02,S1,P8,53,128,0,0,0,94,7,100,0.2
2023-06-05,S1,P8,46,179,0,0,0,72,7,100,0.2
2023-06-06,S1,P8,74,146,24,1,0,76,7,100,0.2
2023-06-08,S1,P8,46,101,0,0,0,63,7,100,0.2
2023-06-10,S1,P8,57,167,0,0,0,84,7,100,0.2
2023-06-11,S1,P8,52,54,0,0,0,52,7,100,0.2
2023-06-15,S1,P8,49,70,0,0,0,51,7,100,0.2
2023-06-16,S1,P8,63,63,28,1,0,85,7,100,0.2
2023-06-17,S1,P8,67,190,0,0,0,82,7,100,0.2
2023-06-18,S1,P8,60,58,0,0,0,75,7,100,0.2
2023-06-23,S1,P8,52,80,0,0,0,76,7,100,0.2
2023-06-24,S1,P8,56,116,0,0,0,98,7,100,0.2
2023-06-25,S1,P8,87,172,25,1,0,99,7,100,0.2
2023-06-26,S1,P8,49,189,0,0,0,86,7,100,0.2
2023-06-30,S1,P8,55,124,0,0,0,75,7,100,0.2
2023-07-02,S1,P8,52,145,0,0,0,75,7,100,0.2
2023-07-05,S1,P8,67,188,24,1,0,88,7,100,0.2
2023-07-06,S1,P8,39,136,0,0,0,64,7,100,0.2
2023-07-07,S1,P8,53,151,0,0,0,59,7,100,0.2
2023-07-08,S1,P8,56,130,0,0,0,82,7,100,0.2
2023-07-10,S1,P8,41,59,0,0,0,95,7,100,0.2
2023-07-12,S1,P8,55,127,0,0,0,92,7,100,0.2
2023-07-14,S1,P8,50,107,0,0,0,67,7,100,0.2
2023-07-15,S1,P8,63,181,0,0,0,67,7,100,0.2
2023-07-17,S1,P8,46,67,0,0,0,66,7,100,0.2
2023-07-18,S1,P8,53,54,0,0,0,96,7,100,0.2
2023-07-21,S1,P8,51,158,0,0,0,72,7,100,0.2
2023-07-23,S1,P8,62,99,0,0,0,80,7,100,0.2
2023-07-26,S1,P8,45,78,0,0,0,84,7,100,0.2
2023-07-29,S1,P8,71,87,0,0,0,96,7,100,0.2
2023-07-31,S1,P8,49,120,0,0,0,58,7,100,0.2
2023-08-02,S1,P8,44,128,0,0,0,78,7,100,0.2
2023-08-03,S1,P8,44,126,0,0,0,63,7,100,0.2
2023-08-04,S1,P8,45,161,0,0,0,63,7,100,0.2
2023-08-07,S1,P8,48,69,0,0,0,65,7,100,0.2
2023-08-08,S1,P8,50,197,0,0,0,77,7,100,0.2
2023-08-09,S1,P8,53,101,0,0,0,98,7,100,0.2
2023-08-10,S1,P8,52,131,0,0,0,62,7,100,0.2
2023-08-11,S1,P8,57,186,0,0,0,83,7,100,0.2
2023-08-14,S1,P8,51,57,0,0,0,51,7,100,0.2
2023-08-16,S1,P8,51,140,0,0,0,72,7,100,0.2
2023-08-21,S1,P8,43,67,0,0,0,78,7,100,0.2
2023-08-22,S1,P8,47,199,0,0,0,95,7,100,0.2
2023-08-23,S1,P8,54,178,0,0,0,94,7,100,0.2
2023-08-24,S1,P8,72,98,14,1,0,84,7,100,0.2
2023-08-25,S1,P8,68,140,24,1,0,70,7,100,0.2
2023-08-27,S1,P8,60,131,0,0,0,77,7,100,0.2
2023-09-01,S1,P8,44,102,0,0,0,77,7,100,0.2
2023-09-02,S1,P8,51,80,0,0,0,80,7,100,0.2
2023-09-05,S1,P8,71,67,16,1,0,91,7,100,0.2
2023-09-08,S1,P8,60,194,0,0,0,97,7,100,0.2
2023-09-11,S1,P8,73,117,17,1,0,80,7,100,0.2
2023-09-12,S1,P8,52,109,0,0,0,81,7,100,0.2
2023-09-13,S1,P8,54,128,0,0,0,84,7,100,0.2
2023-09-14,S1,P8,46,197,0,0,0,67,7,100,0.2
2023-09-15,S1,P8,71,137,26,1,0,81,7,100,0.2
2023-09-16,S1,P8,84,138,22,1,0,90,7,100,0.2
2023-09-19,S1,P8,42,165,0,0,0,96,7,100,0.2
2023-09-20,S1,P8,45,138,0,0,0,83,7,100,0.2
2023-09-21,S1,P8,65,59,22,1,0,74,7,100,0.2
2023-09-22,S1,P8,45,165,0,0,0,67,7,100,0.2
2023-09-23,S1,P8,67,151,0,0,0,90,7,100,0.2
2023-09-26,S1,P8,38,133,0,0,0,64,7,100,0.2
2023-09-27,S1,P8,52,70,0,0,0,69,7,100,0.2
2023-10-01,S1,P8,57,72,0,0,0,73,7,100,0.2
2023-10-03,S1,P8,41,162,0,0,0,56,7,100,0.2
2023-10-04,S1,P8,56,65,0,0,0,64,7,100,0.2
2023-10-05,S1,P8,56,64,0,0,0,75,7,100,0.2
2023-10-10,S1,P8,47,182,0,0,0,99,7,100,0.2
2023-10-12,S1,P8,52,186,0,0,0,74,7,100,0.2
2023-10-14,S1,P8,59,144,0,0,0,77,7,100,0.2
2023-10-17,S1,P8,44,180,0,0,0,58,7,100,0.2
2023-10-18,S1,P8,78,101,27,1,0,81,7,100,0.2
2023-10-20,S1,P8,39,191,0,0,0,71,7,100,0.2
2023-10-23,S1,P8,51,65,0,0,0,72,7,100,0.2
2023-10-24,S1,P8,44,156,0,0,0,92,7,100,0.2
2023-10-25,S1,P8,74,135,18,1,0,88,7,100,0.2
2023-10-26,S1,P8,47,198,0,0,0,49,7,100,0.2
2023-10-28,S1,P8,59,163,0,0,0,82,7,100,0.2
2023-10-30,S1,P8,54,187,0,0,0,65,7,100,0.2
2023-11-01,S1,P8,81,124,19,1,0,99,7,100,0.2
2023-11-02,S1,P8,51,130,0,0,0,77,7,100,0.2
2023-11-04,S1,P8,93,163,19,1,0,93,7,100,0.2
2023-11-06,S1,P8,45,166,0,0,0,46,7,100,0.2
2023-11-09,S1,P8,68,63,25,1,0,69,7,100,0.2
2023-11-10,S1,P8,39,144,0,0,0,53,7,100,0.2
2023-11-12,S1,P8,60,106,0,0,0,81,7,100,0.2
2023-11-13,S1,P8,46,125,0,0,0,56,7,100,0.2
2023-11-18,S1,P8,48,166,0,0,0,74,7,100,0.2
2023-11-19,S1,P8,64,75,0,0,0,87,7,100,0.2
2023-11-20,S1,P8,53,67,0,0,0,71,7,100,0.2
2023-11-24,S1,P8,43,114,0,0,0,68,7,100,0.2
2023-11-25,S1,P8,63,50,0,0,0,71,7,100,0.2
2023-11-27,S1,P8,52,129,0,0,0,90,7,100,0.2
2023-11-28,S1,P8,75,158,18,1,0,87,7,100,0.2
2023-11-29,S1,P8,50,100,0,0,0,62,7,100,0.2
2023-12-01,S1,P8,83,129,20,1,0,88,7,100,0.2
2023-12-03,S1,P8,56,166,0,0,0,67,7,100,0.2
2023-12-05,S1,P8,53,157,0,0,0,76,7,100,0.2
2023-12-06,S1,P8,50,158,0,0,0,92,7,100,0.2
2023-12-09,S1,P8,52,194,0,0,0,87,7,100,0.2
2023-12-11,S1,P8,43,165,0,0,0,48,7,100,0.2
2023-12-12,S1,P8,47,115,0,0,0,74,7,100,0.2
2023-12-14,S1,P8,48,134,0,0,0,74,7,100,0.2
2023-12-15,S1,P8,69,71,24,1,0,90,7,100,0.2
2023-12-22,S1,P8,50,63,0,0,0,59,7,100,0.2
2023-12-23,S1,P8,66,111,0,0,0,89,7,100,0.2
2023-12-25,S1,P8,49,140,0,0,0,75,7,100,0.2
2023-12-27,S1,P8,56,74,0,0,0,63,7,100,0.2
2023-12-28,S1,P8,70,53,26,1,0,71,7,100,0.2
2023-01-03,S1,P9,48,88,0,0,0,63,7,100,0.2
2023-01-04,S1,P9,70,101,28,1,0,95,7,100,0.2
2023-01-05,S1,P9,29,198,0,0,0,95,7,100,0.2
2023-01-06,S1,P9,38,111,0,0,0,67,7,100,0.2
2023-01-08,S1,P9,49,185,0,0,0,66,7,100,0.2
2023-01-09,S1,P9,45,56,0,0,0,51,7,100,0.2
2023-01-10,S1,P9,55,149,0,0,0,88,7,100,0.2
2023-01-12,S1,P9,43,197,0,0,0,71,7,100,0.2
2023-01-13,S1,P9,40,153,0,0,0,63,7,100,0.2
2023-01-14,S1,P9,56,142,0,0,0,67,7,100,0.2
2023-01-16,S1,P9,44,115,0,0,0,50,7,100,0.2
2023-01-17,S1,P9,65,102,21,1,0,68,7,100,0.2
2023-01-18,S1,P9,37,144,0,0,0,85,7,100,0.2
2023-01-19,S1,P9,50,118,0,0,0,85,7,100,0.2
2023-01-20,S1,P9,35,168,0,0,0,92,7,100,0.2
2023-01-21,S1,P9,51,52,0,0,0,80,7,100,0.2
2023-01-24,S1,P9,68,79,16,1,0,69,7,100,0.2
2023-01-26,S1,P9,39,170,0,0,0,59,7,100,0.2
2023-01-29,S1,P9,47,179,0,0,0,64,7,100,0.2
2023-01-30,S1,P9,39,131,0,0,0,59,7,100,0.2
2023-02-01,S1,P9,45,144,0,0,0,85,7,100,0.2
2023-02-03,S1,P9,40,76,0,0,0,67,7,100,0.2
2023-02-04,S1,P9,54,184,0,0,0,85,7,100,0.2
2023-02-05,S1,P9,49,145,0,0,0,58,7,100,0.2
2023-02-06,S1,P9,71,166,12,1,0,93,7,100,0.2
2023-02-07,S1,P9,46,67,0,0,0,59,7,100,0.2
2023-02-08,S1,P9,47,104,0,0,0,65,7,100,0.2
2023-02-09,S1,P9,43,146,0,0,0,79,7,100,0.2
2023-02-10,S1,P9,36,164,0,0,0,92,7,100,0.2
2023-02-13,S1,P9,32,58,0,0,0,58,7,100,0.2
2023-02-14,S1,P9,47,126,0,0,0,92,7,100,0.2
2023-02-17,S1,P9,40,94,0,0,0,65,7,100,0.2
2023-02-18,S1,P9,46,131,0,0,0,54,7,100,0.2
2023-02-22,S1,P9,61,178,13,1,0,81,7,100,0.2
2023-02-23,S1,P9,47,50,0,0,0,61,7,100,0.2
2023-02-26,S1,P9,56,156,0,0,0,81,7,100,0.2
2023-02-28,S1,P9,59,187,15,1,0,81,7,100,0.2
2023-03-01,S1,P9,60,186,11,1,0,86,7,100,0.2
2023-03-03,S1,P9,43,138,0,0,0,88,7,100,0.2
2023-03-06,S1,P9,42,184,0,0,0,52,7,100,0.2
2023-03-07,S1,P9,39,95,0,0,0,63,7,100,0.2
2023-03-09,S1,P9,35,169,0,0,0,82,7,100,0.2
2023-03-10,S1,P9,42,178,0,0,0,74,7,100,0.2
2023-03-12,S1,P9,52,116,0,0,0,68,7,100,0.2
2023-03-13,S1,P9,47,136,0,0,0,48,7,100,0.2
2023-03-14,S1,P9,44,183,0,0,0,90,7,100,0.2
2023-03-15,S1,P9,76,53,26,1,0,96,7,100,0.2
2023-03-16,S1,P9,49,185,0,0,0,64,7,100,0.2
2023-03-18,S1,P9,55,52,0,0,0,77,7,100,0.2
2023-03-19,S1,P9,56,122,0,0,0,75,7,100,0.2
2023-03-21,S1,P9,42,131,0,0,0,89,7,100,0.2
2023-03-23,S1,P9,39,90,0,0,0,81,7,100,0.2
2023-03-24,S1,P9,44,138,0,0,0,73,7,100,0.2
2023-03-25,S1,P9,51,117,0,0,0,79,7,100,0.2
2023-03-26,S1,P9,53,85,0,0,0,91,7,100,0.2
2023-03-29,S1,P9,44,106,0,0,0,82,7,100,0.2
2023-03-30,S1,P9,37,82,0,0,0,49,7,100,0.2
2023-03-31,S1,P9,46,159,0,0,0,73,7,100,0.2
2023-04-01,S1,P9,77,123,26,1,0,98,7,100,0.2
2023-04-02,S1,P9,52,142,0,0,0,71,7,100,0.2
2023-04-03,S1,P9,40,98,0,0,0,85,7,100,0.2
2023-04-04,S1,P9,42,186,0,0,0,45,7,100,0.2
2023-04-06,S1,P9,44,169,0,0,0,94,7,100,0.2
2023-04-09,S1,P9,51,169,0,0,0,86,7,100,0.2
2023-04-12,S1,P9,39,147,0,0,0,63,7,100,0.2
2023-04-16,S1,P9,40,131,0,0,0,98,7,100,0.2
2023-04-17,S1,P9,45,136,0,0,0,91,7,100,0.2
2023-04-18,S1,P9,42,113,0,0,0,87,7,100,0.2
2023-04-19,S1,P9,62,131,10,1,0,71,7,100,0.2
2023-04-23,S1,P9,52,61,0,0,0,60,7,100,0.2
2023-04-27,S1,P9,48,64,0,0,0,91,7,100,0.2
2023-04-28,S1,P9,35,70,0,0,0,82,7,100,0.2
2023-04-30,S1,P9,52,170,0,0,0,58,7,100,0.2
2023-05-01,S1,P9,23,141,0,0,0,68,7,100,0.2
2023-05-02,S1,P9,44,149,0,0,0,47,7,100,0.2
2023-05-03,S1,P9,44,61,0,0,0,95,7,100,0.2
2023-05-04,S1,P9,43,176,0,0,0,88,7,100,0.2
2023-05-05,S1,P9,44,108,0,0,0,84,7,100,0.2
2023-05-06,S1,P9,43,196,0,0,0,55,7,100,0.2
2023-05-07,S1,P9,55,125,0,0,0,82,7,100,0.2
2023-05-08,S1,P9,44,92,0,0,0,70,7,100,0.2
2023-05-09,S1,P9,45,106,0,0,0,80,7,100,0.2
2023-05-13,S1,P9,50,192,0,0,0,66,7,100,0.2
2023-05-14,S1,P9,51,183,0,0,0,81,7,100,0.2
2023-05-20,S1,P9,75,75,12,1,0,90,7,100,0.2
2023-05-22,S1,P9,41,144,0,0,0,48,7,100,0.2
2023-05-23,S1,P9,49,172,0,0,0,60,7,100,0.2
2023-05-24,S1,P9,37,192,0,0,0,83,7,100,0.2
2023-05-26,S1,P9,49,169,0,0,0,86,7,100,0.2
2023-05-29,S1,P9,45,161,0,0,0,62,7,100,0.2
2023-06-01,S1,P9,47,99,0,0,0,99,7,100,0.2
2023-06-02,S1,P9,66,132,24,1,0,97,7,100,0.2
2023-06-04,S1,P9,73,126,22,1,0,93,7,100,0.2
2023-06-05,S1,P9,37,153,0,0,0,64,7,100,0.2
2023-06-06,S1,P9,38,182,0,0,0,74,7,100,0.2
2023-06-07,S1,P9,47,55,0,0,0,51,7,100,0.2
2023-06-08,S1,P9,40,190,0,0,0,44,7,100,0.2
2023-06-10,S1,P9,55,75,0,0,0,98,7,100,0.2
2023-06-12,S1,P9,44,136,0,0,0,80,7,100,0.2
2023-06-16,S1,P9,44,62,0,0,0,64,7,100,0.2
2023-06-18,S1,P9,82,185,28,1,0,88,7,100,0.2
2023-06-20,S1,P9,46,195,0,0,0,82,7,100,0.2
2023-06-21,S1,P9,44,56,0,0,0,76,7,100,0.2
2023-06-22,S1,P9,40,82,0,0,0,79,7,100,0.2
2023-06-26,S1,P9,60,70,17,1,0,84,7,100,0.2
2023-06-27,S1,P9,38,58,0,0,0,92,7,100,0.2
2023-06-29,S1,P9,39,156,0,0,0,91,7,100,0.2
2023-06-30,S1,P9,34,74,0,0,0,56,7,100,0.2
2023-07-02,S1,P9,59,63,0,0,0,80,7,100,0.2
2023-07-03,S1,P9,38,113,0,0,0,40,7,100,0.2
2023-07-04,S1,P9,42,101,0,0,0,72,7,100,0.2
2023-07-05,S1,P9,46,189,0,0,0,54,7,100,0.2
2023-07-06,S1,P9,50,185,0,0,0,58,7,100,0.2
2023-07-07,S1,P9,43,199,0,0,0,48,7,100,0.2
2023-07-09,S1,P9,49,150,0,0,0,76,7,100,0.2
2023-07-10,S1,P9,44,198,0,0,0,91,7,100,0.2
2023-07-11,S1,P9,47,97,0,0,0,80,7,100,0.2
2023-07-12,S1,P9,47,71,0,0,0,87,7,100,0.2
2023-07-17,S1,P9,37,92,0,0,0,54,7,100,0.2
2023-07-18,S1,P9,45,113,0,0,0,65,7,100,0.2
2023-07-20,S1,P9,46,78,0,0,0,70,7,100,0.2
2023-07-24,S1,P9,45,137,0,0,0,85,7,100,0.2
2023-07-25,S1,P9,45,154,0,0,0,51,7,100,0.2
2023-07-26,S1,P9,41,137,0,0,0,54,7,100,0.2
2023-07-27,S1,P9,34,107,0,0,0,52,7,100,0.2
2023-07-28,S1,P9,46,178,0,0,0,59,7,100,0.2
2023-07-29,S1,P9,40,168,0,0,0,71,7,100,0.2
2023-08-01,S1,P9,38,137,0,0,0,71,7,100,0.2
2023-08-03,S1,P9,38,52,0,0,0,78,7,100,0.2
2023-08-04,S1,P9,36,103,0,0,0,57,7,100,0.2
2023-08-05,S1,P9,39,169,0,0,0,88,7,100,0.2
2023-08-06,S1,P9,46,198,0,0,0,66,7,100,0.2
2023-08-09,S1,P9,32,55,0,0,0,68,7,100,0.2
2023-08-10,S1,P9,39,56,0,0,0,88,7,100,0.2
2023-08-13,S1,P9,48,151,0,0,0,48,7,100,0.2
2023-08-14,S1,P9,45,151,0,0,0,46,7,100,0.2
2023-08-15,S1,P9,46,86,0,0,0,55,7,100,0.2
2023-08-18,S1,P9,29,90,0,0,0,63,7,100,0.2
2023-08-19,S1,P9,53,158,0,0,0,77,7,100,0.2
2023-08-20,S1,P9,49,116,0,0,0,63,7,100,0.2
2023-08-21,S1,P9,67,64,19,1,0,68,7,100,0.2
2023-08-23,S1,P9,45,67,0,0,0,50,7,100,0.2
2023-08-24,S1,P9,43,146,0,0,0,49,7,100,0.2
2023-08-25,S1,P9,45,183,0,0,0,82,7,100,0.2
2023-08-30,S1,P9,43,139,0,0,0,52,7,100,0.2
2023-08-31,S1,P9,43,194,0,0,0,95,7,100,0.2
2023-09-01,S1,P9,45,53,0,0,0,99,7,100,0.2
2023-09-02,S1,P9,57,179,0,0,0,92,7,100,0.2
2023-09-03,S1,P9,51,58,0,0,0,93,7,100,0.2
2023-09-04,S1,P9,44,104,0,0,0,93,7,100,0.2
2023-09-05,S1,P9,42,114,0,0,0,69,7,100,0.2
2023-09-06,S1,P9,71,138,17,1,0,71,7,100,0.2
2023-09-08,S1,P9,50,196,0,0,0,79,7,100,0.2
2023-09-10,S1,P9,57,111,0,0,0,72,7,100,0.2
2023-09-11,S1,P9,49,95,0,0,0,71,7,100,0.2
2023-09-13,S1,P9,29,168,0,0,0,83,7,100,0.2
2023-09-14,S1,P9,32,108,0,0,0,75,7,100,0.2
2023-09-15,S1,P9,45,174,0,0,0,63,7,100,0.2
2023-09-17,S1,P9,54,102,0,0,0,70,7,100,0.2
2023-09-18,S1,P9,46,119,0,0,0,96,7,100,0.2
2023-09-20,S1,P9,44,161,0,0,0,98,7,100,0.2
2023-09-22,S1,P9,38,52,0,0,0,82,7,100,0.2
2023-09-24,S1,P9,53,70,0,0,0,84,7,100,0.2
2023-09-26,S1,P9,38,175,0,0,0,73,7,100,0.2
2023-09-27,S1,P9,45,106,0,0,0,57,7,100,0.2
2023-09-30,S1,P9,65,165,0,0,0,86,7,100,0.2
2023-10-01,S1,P9,74,124,25,1,0,86,7,100,0.2
2023-10-04,S1,P9,38,123,0,0,0,50,7,100,0.2
2023-10-05,S1,P9,38,188,0,0,0,39,7,100,0.2
2023-10-06,S1,P9,40,166,0,0,0,93,7,100,0.2
2023-10-07,S1,P9,48,186,0,0,0,57,7,100,0.2
2023-10-08,S1,P9,52,195,0,0,0,71,7,100,0.2
2023-10-09,S1,P9,41,53,0,0,0,52,7,100,0.2
2023-10-12,S1,P9,44,110,0,0,0,45,7,100,0.2
2023-10-13,S1,P9,43,199,0,0,0,86,7,100,0.2
2023-10-14,S1,P9,52,172,0,0,0,58,7,100,0.2
2023-10-17,S1,P9,39,77,0,0,0,50,7,100,0.2
2023-10-18,S1,P9,34,80,0,0,0,77,7,100,0.2
2023-10-19,S1,P9,64,143,11,1,0,86,7,100,0.2
2023-10-23,S1,P9,41,140,0,0,0,96,7,100,0.2
2023-10-24,S1,P9,42,163,0,0,0,87,7,100,0.2
2023-10-25,S1,P9,40,98,0,0,0,73,7,100,0.2
2023-10-26,S1,P9,47,100,0,0,0,54,7,100,0.2
2023-10-27,S1,P9,71,63,22,1,0,84,7,100,0.2
2023-10-28,S1,P9,47,187,0,0,0,67,7,100,0.2
2023-10-29,S1,P9,51,191,0,0,0,92,7,100,0.2
2023-10-30,S1,P9,45,120,0,0,0,82,7,100,0.2
2023-10-31,S1,P9,43,128,0,0,0,85,7,100,0.2
2023-11-04,S1,P9,54,196,0,0,0,87,7,100,0.2
2023-11-05,S1,P9,47,137,0,0,0,67,7,100,0.2
2023-11-06,S1,P9,41,150,0,0,0,87,7,100,0.2
2023-11-08,S1,P9,63,161,13,1,0,76,7,100,0.2
2023-11-09,S1,P9,48,158,0,0,0,83,7,100,0.2
2023-11-10,S1,P9,39,80,0,0,0,77,7,100,0.2
2023-11-11,S1,P9,52,190,0,0,0,94,7,100,0.2
2023-11-16,S1,P9,57,122,23,1,0,94,7,100,0.2
2023-11-19,S1,P9,56,50,0,0,0,82,7,100,0.2
2023-11-20,S1,P9,33,101,0,0,0,38,7,100,0.2
2023-11-25,S1,P9,50,91,0,0,0,87,7,100,0.2
2023-11-29,S1,P9,43,95,0,0,0,65,7,100,0.2
2023-11-30,S1,P9,43,153,0,0,0,85,7,100,0.2
2023-12-03,S1,P9,41,103,0,0,0,57,7,100,0.2
2023-12-04,S1,P9,39,165,0,0,0,69,7,100,0.2
2023-12-05,S1,P9,42,80,0,0,0,76,7,100,0.2
2023-12-06,S1,P9,40,78,0,0,0,62,7,100,0.2
2023-12-07,S1,P9,44,96,0,0,0,51,7,100,0.2
2023-12-08,S1,P9,43,180,0,0,0,45,7,100,0.2
2023-12-11,S1,P9,67,100,24,1,0,84,7,100,0.2
2023-12-12,S1,P9,43,107,0,0,0,97,7,100,0.2
2023-12-13,S1,P9,46,91,0,0,0,99,7,100,0.2
2023-12-14,S1,P9,44,105,0,0,0,76,7,100,0.2
2023-12-15,S1,P9,46,95,0,0,0,73,7,100,0.2
2023-12-16,S1,P9,53,111,0,0,0,85,7,100,0.2
2023-12-19,S1,P9,48,90,0,0,0,61,7,100,0.2
2023-12-20,S1,P9,42,91,0,0,0,77,7,100,0.2
2023-12-21,S1,P9,42,153,0,0,0,69,7,100,0.2
2023-12-22,S1,P9,61,196,24,1,0,64,7,100,0.2
2023-12-23,S1,P9,57,105,0,0,0,96,7,100,0.2
2023-12-24,S1,P9,51,55,0,0,0,60,7,100,0.2
2023-12-25,S1,P9,48,58,0,0,0,60,7,100,0.2
2023-12-26,S1,P9,40,153,0,0,0,77,7,100,0.2
2023-12-27,S1,P9,50,149,0,0,0,99,7,100,0.2
2023-12-28,S1,P9,31,115,0,0,0,49,7,100,0.2
2023-12-29,S1,P9,46,64,0,0,0,50,7,100,0.2
2023-12-31,S1,P9,46,99,0,0,0,47,7,100,0.2
2023-01-01,S1,P10,20,73,0,0,0,96,7,100,0.2
2023-01-02,S1,P10,32,85,22,1,0,77,7,100,0.2
2023-01-03,S1,P10,19,57,0,0,0,37,7,100,0.2
